shortcode,images,company,post_id,date,post_description,accessibility_caption,count_likes,count_comments,location,comments_disabled,is_ad,is_video
CREVv9zNxT6,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/212703238_490037968756073_881204173274255229_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=BDD9HKFy2vAAX9oeOYD&edm=AABBvjUBAAAA&ccb=7-4&oh=86cfc73751ffecdf8fdc4135d1343412&oe=6150EC88&_nc_sid=83d603'}],nestle,2613309338931369210,1471,"Delicious chocolate = vegan ✔️
Crispy wafer = vegan ✔️

The same break you know and love, but vegan certified! 🍃 #VeganBreak 

Visit the link in our bio to find out when and where you can find our first-ever plant-based @KitKat ⬆️

#Innovation #KitKatV #PlantBased",,1471,146,,False,False,False
CR_Rttcq9EC,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/229353371_169971778432021_5761263036799926099_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=yKbKxxOkt04AX8PJCWP&edm=AABBvjUBAAAA&ccb=7-4&oh=59ad76448c172dc8deee0397e13daf67&oe=614C1BBB&_nc_sid=83d603'}],unilever,2629898615374205186,352,"💙Ensuring our workplaces are accessible to everyone 

💙Using technology to enable skills 

💙Creating adaptive products for people with disabilities 

💙Inspiring bold action in advertising. 

Just some of the ways we are working to ensure that we are the No.1 employer for people with disabilities. 

#DisabilityPrideMonth #IAmMe",,352,20,,False,False,True
CS7FxLcIlD8,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/240556783_573252624027395_7403903437623181051_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=e0fHGlszZ6cAX-G0G5x&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=dca4e8b364570e96c2c073e8eeb9ff37&oe=614C06B3&_nc_sid=83d603'}],unilever,2646734575780385020,290,"Earlier this year we announced a set of ambitious commitments and actions to help build a more equitable and inclusive society. 

These include ensuring that everyone who directly provides goods and services to us earns at least a living wage or income by 2030, and spending €2 billion annually with suppliers owned and managed by people from under-represented groups by 2025. 

This week, we invited our key partners to commit to joining us in our efforts to achieve those goals. Which is part of our wider vision to make sustainable living commonplace.",,290,11,,False,False,True
CPubGZRqv4d,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/196071704_153394273504811_4995847144193239256_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=MPcUMoVlHWIAX-RyNjE&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=15e40d9983c82a0bf03663d934451c30&oe=614C16F4&_nc_sid=83d603'}],unilever,2589126022497238557,1032,"We’re in. Are you? 💙🌎
 
#TheRaceIsOn for nature and climate action, for people & planet.

Raise your Voice to demand action #ForNature from world leaders via the link in our bio.",,1032,14,,False,False,True
CQYzn5dKeWO,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/205526615_208467617803920_2002316899468965837_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=THPg73a4jswAX-kty1-&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=9e0543c4d26a6bb2642f1cc7cd8c725a&oe=614C25E8&_nc_sid=83d603'}],unilever,2601055826930689422,528,"Today is #NationalSelfieDay.

Our @Dove brand has some important messages to share:

⚠️ 1 in 3 girls think they don’t look good without photo-editing
⚠️ 80% of girls distort the way they look online by the age of 13*
⚠️ Digital distortion damages self-esteem

Dove is using National Selfie Day to raise awareness of digital distortion & unrealistic beauty standards. Join Dove on their #NoDigitalDistortion mission:

🕊️ Head over to @Dove & use the #NoDigitalDistortion lens
🤳 Snap a selfie & tag @Dove

Tap the link in our bio to download the Dove Self-Esteem Project Confidence Kit & help a young person you know today. 
____

The Dove Self-Esteem Project is the largest provider of self-esteem education of its kind and are on a mission to boost confidence in 250 million young people around the world – by 2030 🌎 

*Based on research results from the US surveying 556 girls between the ages of 10-17.

#Dove #NoDigitalDistortion #LetsChangeBeauty #NoPhotoshop #NoFilter #Selfie #SelfieDay #ReverseSelfie #DoveSelfEsteemProject #YesToPositiveBeauty",,528,19,,False,False,True
CQqmMViLjZe,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/208679939_944164103085759_3981633268009677925_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=dmBSql1kyC4AX8Yl8xL&edm=AABBvjUBAAAA&ccb=7-4&oh=dfecfe725157cc85ffee09c26e72768c&oe=614C81F9&_nc_sid=83d603'}],unilever,2606063307910428254,244,"“Being human is a given, but keeping our humanity is a choice.” 

A powerful quote shared by Saumya, one of our inspiring participants from the #India Hack. 

Saumya believes her country needs a fair education system for all children and young people. Check out her voice note to see what motivated her to make a difference in this space. 

#Goal4 #YOUTHPOWERHACKS @restlessdevelopment",,244,12,,False,False,True
CSJpYGnKmnm,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/232430284_849706335935235_4110339335205787411_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=sfUI9zHeZbsAX-IeUNA&edm=AABBvjUBAAAA&ccb=7-4&oh=ab7b2c1ffabb25f9c1a496cc00f69fbd&oe=614C59CA&_nc_sid=83d603'}],unilever,2632817433448704486,1049,"Did you know that fast fashion is a major contributor to climate change? 😢 

The good news is that just replacing your clothes less often dramatically reduces the carbon footprint of your wardrobe.😊 

By keeping, wearing and reusing your garments, you get more from them. Better still, the impact on the planet is far lower than if you were buying new replacements. 

Using our new fabric conditioner range, Comfort Ultimate Care, can slow down the wear and tear that leads to shape loss and colour fade, thanks to its new pro-fibre technology. 

Now’s there’s something we can all do – because sustainability is not a fashion. It’s an imperative. 

#LongLiveClothes #SustainableFashion. 

#CleanFuture",,1049,13,,False,False,True
CSt0UgNqd_n,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/238486392_664102941217057_2584556718073380744_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=kK_uXpkmT8AAX8dxAXh&edm=AABBvjUBAAAA&ccb=7-4&oh=ac4f4aef118f3e9c65e1a7eaa77b7224&oe=614BFA77&_nc_sid=83d603'}],unilever,2642998663733436391,435,"Enzymes make the world go round. 

🌎 Well, not quite – but they’re responsible for almost every biological function that takes place on Earth. From photosynthesis in plants to digestion in humans, it’s all down to these tiny yet mighty natural marvels.

🧪 Here at Unilever, we use them in cleaning and laundry products to help tackle stubborn stains, but we believe they’re capable of a lot more. We hope they could help create us a new generation of cleaning products that are kind to the planet but even more effective. 

🔬 We’re partnering with Arzeda, the Protein Design Company, to use AI and cloud computing to explore the enormous potential that enzymes have to offer. 

👩‍🔬 Here Marleen Renders, Biotechnology Project Leader, tells us more…

Tap the link in our bio to learn about our partnership with Arzeda.

#OurCleanFuture #AskAScientist",,435,9,,False,False,True
CTFI0fVox3b,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/240559379_406124337786720_7690634575282449763_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Ilf2y-NGcH4AX-NYRL-&edm=AABBvjUBAAAA&ccb=7-4&oh=c8d48e53909126af92d60aecff3a8c9e&oe=614C08DB&_nc_sid=83d603'}],unilever,2649562747211292123,293,"World Water Week 2021 is asking for concrete examples of resilience in the face of water stress. 
Biodegradable ingredients & formulations are just one of the ways we are taking responsible action to protect and preserve water.",,293,9,,False,False,True
COkzI-aq7LU,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/182678287_304895937871729_8942784509296380520_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=C0GrjcHdA9kAX-FmeHa&edm=AABBvjUBAAAA&ccb=7-4&oh=b57ef44062c5e3c122116df32da2d5c8&oe=614C3E11&_nc_sid=83d603'}],unilever,2568402604655358676,481,"How will you reboot the future? 

Global Dimension’s short films follow five young people finding their own unique answer. 

The stories of Tyler, Erin, Jamal, Lahari and Jay form part of a new campaign designed to help educators of 14 to 18-year-olds spark classroom conversations on climate issues in a positive, empowering way. 

#RiseUp #RebootTheFuture",,481,202,,False,False,True
CThJJ4CKlGX,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/241213180_931262657736358_3127007415583845317_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=w0FstsDOcHcAX_RtsXE&edm=AABBvjUBAAAA&ccb=7-4&oh=bd85df6175de0da835bcd531a0b58e9b&oe=6151C15B&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/241314782_840488493331763_5167247083824532940_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=1mF8RKNNdewAX9rjQkG&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=e0c8e8dc3587445b08c5af042d11513f&oe=61500A51&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/241314094_900886277302310_7008992295403023669_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=onle8WVd4tQAX_5UCiP&edm=AABBvjUBAAAA&ccb=7-4&oh=604b8d6477af17b5fb3dbf49119b5369&oe=61501609&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/241314888_4258126017557351_8758438506160295635_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=QD2ECK4UtlEAX-PI0oC&edm=AABBvjUBAAAA&ccb=7-4&oh=947eb4eeaff774f416498b678980c6cd&oe=6151C6E7&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/241406041_4412517548809981_5263115641465391547_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=5zG01oLquakAX9LQAqf&edm=AABBvjUBAAAA&ccb=7-4&oh=360716c2a7255618e30ed3d96fe94293&oe=615009E6&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/241392283_230970459041302_2904269516614057995_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=9kOuerIzP1sAX-Ik46B&edm=AABBvjUBAAAA&ccb=7-4&oh=5590217844f3fe8f911f8f19c11893ca&oe=615031A9&_nc_sid=83d603'}]",unilever,2657445516185063831,508,"💙 Last week our @Dove brand announced a partnership with @TheBodyShop and over 100 leading animal protection organisations. 

🐰 The aim? To urge consumers to call on EU lawmakers to #SaveCrueltyFreeCosmetics and uphold Europe’s longstanding ban on animal testing for cosmetics.

💙 At Unilever we say #UseScienceNotAnimals, so we’re pleased to announce that all 28 of our PETA-approved brands are joining the fight, including global names such as TRESemmé, Sunsilk, Zendium, Simple and many more. 

🐰 If you’re an EU citizen, you can help too. Please tap on the link in our bio to sign the European Citizens’ Initiative to help save cruelty free cosmetics.

💙 You can also read more about how our PETA-approved brands are supporting the campaign, and why we’re committed to helping #EndAnimalTesting.",,508,2,,False,False,False
CQx4ydXKCey,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/209267746_940489840141007_4218906738658227410_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=kRazePvqkg0AX97b-Dc&edm=AABBvjUBAAAA&ccb=7-4&oh=11d9414e38216abc6c9f0feeb58eab4e&oe=61505A8B&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/209025335_1133011780508599_6903637711783295517_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=QC5EtiK3lf8AX8NIv3g&edm=AABBvjUBAAAA&ccb=7-4&oh=476d17bb55945ed3841fb9f56c2dfc4a&oe=6151881D&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/210065692_2583417445295345_5860281981360899557_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Wrk4cvjNfdsAX9IhNPS&edm=AABBvjUBAAAA&ccb=7-4&oh=754bf15875428c8a2bf087954cb47850&oe=615196B5&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/210372185_128017702794641_1190528901916976740_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=UY3R0306MHsAX-c2kC-&edm=AABBvjUBAAAA&ccb=7-4&oh=5c9784f011c37dfccee4d1cf36a9665f&oe=615171FB&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/209570140_210853354239433_1302942345209133836_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=axWlRzM1qLwAX8GhrVn&edm=AABBvjUBAAAA&ccb=7-4&oh=71d5b26f673fc4e540dde88e2c11cf62&oe=61500A26&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/209301856_425652941741430_7353817715665950163_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=NrCWXWQVeEMAX9UizZw&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=304de45db1b50cabf25b6195c8f3cf47&oe=6150706B&_nc_sid=83d603'}]",unilever,2608115417329706930,494,"Working towards a fairer, healthier, more sustainable food system is our No.1 priority. 

We’ve worked hard to reduce the sugar, salt and fat in our foods and to increase their positive nutrition. 

Proud to have that recognised with a top ranking in this year’s Access to Nutrition Index. 

#HealthyPlanetForAll",,494,13,,False,False,False
CSEb8oMKBTy,"[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/230586951_268818797910501_5593484157312061780_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=33hGJvu-WBUAX_nY6rX&edm=AABBvjUBAAAA&ccb=7-4&oh=42d73de7e48f4910eb9e4a1f7c9bf590&oe=6150579D&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/231126103_366957151678831_399653048423286986_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=tegphwbR3rAAX-SU5aE&edm=AABBvjUBAAAA&ccb=7-4&oh=a2542539c61b34f888719ffeb625d1a6&oe=614FFA57&_nc_sid=83d603'}, {'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/230416436_184020063651905_1846335661263380815_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=u3THO4BG6BoAX_4gLjW&edm=AABBvjUBAAAA&ccb=7-4&oh=03c71123e510f427167c3f0f47839172&oe=615175E8&_nc_sid=83d603'}]",unilever,2631350995869242610,499,"Cloud kitchens are fast becoming an essential way for foodservice businesses to operate.

In Unilever Food Solutions, we’re using our expertise to help customers:
🥡 Develop dishes and optimise menus
👩‍🍳 Train chefs
✅ Maintain safety standards

Tap the link in our bio to find out more. 

@ufsglobal",,499,37,,False,False,False
CQgU1RQIggm,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/206788199_320115949745618_1319298058969138969_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=uMW6DHv40GgAX8y3R7H&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=bfb21af254f9471b4b5260b2c7fe7542&oe=614C1CAE&_nc_sid=83d603'}],unilever,2603172206206912550,371,"Did you know that 85% of participants from our #Indonesia Hack said the biggest challenges in their country are climate change and access to education?  Novam is one of our amazing #YOUTHPOWERHACKS participants who is passionate about making positive change in Indonesia. Have a listen to this voice note to learn more about Novam’s concerns around the impact of food on the environment, and why he is taking part in the Youth Power Hacks! 

 #Goal13 @restlessdevelopment @theglobalgoals",,371,8,,False,False,True
CP5btShqfkr,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/197928527_1934948056663197_5262504322014230040_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=6nnXn5N_rj8AX8cP_dR&edm=AABBvjUBAAAA&ccb=7-4&oh=1c2655b5aed8bf09f2d9bba948d8e7f8&oe=6151B746&_nc_sid=83d603'}],unilever,2592224920052824363,135543,"Breaking news. 

Or should we say cracking chocolate news! 

@Magnum’s Vegan Sea Salt Caramel has just been named Best Vegan Ice Cream at the @PETA Vegan Food Award 2021, joining 2019 winners Classic and Almond. 

We’re launching more plant-based products to create a future-fit ice cream portfolio that helps reduce the environmental impact of the global food supply chain. 

What’s not to love?",,135543,93,,False,False,False
CQic_CEqwS_,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/207663194_125999542989069_3515884346844189442_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=sO1McMiRGlUAX9PZ1AB&edm=AABBvjUBAAAA&ccb=7-4&oh=5ff9005380c6803409cd8cc261936314&oe=614C4143&_nc_sid=83d603'}],unilever,2603771011428713663,214,"👨‍👩‍👦‍👦Gentle around people 

😡Brutal on viruses and germs 

Two things you want from a home care range. 

Two things you’ll get with our brand Lifebuoy’s new BotaniTech. 

Tap the link in our bio to find out more. 

#OurCleanFuture",,214,4,,False,False,True
CO0BqElKOwv,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/183486807_4299230010128765_5972570692997771067_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=T28J52xCa0cAX9F3U41&edm=AABBvjUBAAAA&ccb=7-4&oh=98b1ec35407ad7bdc0d8ec1cefb06d50&oe=614C0BEC&_nc_sid=83d603'}],unilever,2572688576318336047,869,"Rhymes with reason, and new rhythms for the future, from the poet @sophiathakur💙 

📺 Tap the link in our bio to watch the full film. 
 
#HealthyPlanetForAll",,869,22,,False,False,True
CQVJhQuqVZv,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e15/202906977_152013080323124_965223208422596124_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=26IjkYkHZoMAX8Q8xna&edm=AABBvjUBAAAA&ccb=7-4&oh=a9e3904b6b1066ae5d257b785ceec665&oe=615086B2&_nc_sid=83d603'}],unilever,2600026228000380527,211,"Meet Amuna Philimon, a UNHCR Community Volunteer, who is assisting refugees with essential Covid-19 prevention education in the Ajuong Thok refugee camp in South Sudan 

“Being a community volunteer has allowed me to learn a lot, and to play a crucial role in the community. Through door-to-door visits, we identify vulnerable people – such as the elderly or persons with disabilities – and work closely with humanitarian organisations to ensure they have access to food, health, and psychosocial support and services.”

Amuna is a refugee.

Tap the link in our bio to read more.

#WorldRefugeeDay #RefugeeDay #WithRefugees
Pic credit: UNHCR",,211,0,,False,False,False
COxldfLKkxi,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/184536419_1614006025455446_5927700116410854071_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=uIf_UX0SXXEAX9qLtCs&edm=AABBvjUBAAAA&ccb=7-4&oh=c4942f0af1e1689153eaac9169f67609&oe=614C4FD5&_nc_sid=83d603'}],unilever,2572001616264318050,787,"“Let’s come together to sustain the world that raised wanderers, that raised our young eyes to a sky that will hopefully smile at what we decide to do under it.” 

These are powerful words from @SophiaThakur 💙 We know we have a responsibility to act for the future of our planet. That’s why there’s a big purpose at the heart of our business: to make sustainable living commonplace. 

📲 Tap the link in our bio to watch the full film.

#HealthyPlanetForAll",,787,31,,False,False,True
CODms8PKVAi,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/177395306_361274381977814_5693233563079502292_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=jvmMeN_5ZtMAX_3uFOr&edm=AABBvjUBAAAA&ccb=7-4&oh=e2f4a0e4661f6ee3e885f9b1d386beb4&oe=61515D7D&_nc_sid=83d603'}],unilever,2559059227379847202,836,"Young people today will soon be our future scientists, innovators and change-makers, which is why we want to help them to better understand plastic and how it’s used. 

We've collaborated with @econ_foundation to create a workbook that teaches young people about plastic, exploring questions like: 

● What impact does plastic and packaging have on the environment? 

● Are all plastics bad? 

● Whose responsibility is it to make a change? 

The idea is to give the facts and different perspectives, and ends by encouraging them to take action themselves as well as write to someone who they think should be doing more to tackle the issue too. 

Tap the link in our bio to download the resource for free.",,836,155,,False,False,False
CPYaSM6HXk1,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/191117014_309237547406061_489130138114648427_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ty27wanKYcwAX9K1MdG&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=c23e41c35e5238d3d60d86139fa8a3b6&oe=614C30E5&_nc_sid=83d603'}],unilever,2582929986316761397,1850,"Love the taste of meat but wish it had less environmental impact? 

Fungi-based mycoprotein ABUNDA from @enough_foods is made with zero waste and has a meaty taste & texture. 

We’ve partnered with them to use it in foods and flavours for @Vegetarianbutcher that put more plants onto people’s plates and reduce food’s footprint on the planet. 

Tap the link in our bio to find out more.

#HealthyFoodForAll",,1850,41,,False,False,True
CTEsba3IUOJ,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/240652305_1001756300604948_4468284571968738785_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=YyAjeKIe3LMAX_J3p8V&edm=AABBvjUBAAAA&ccb=7-4&oh=c269d6a5d9155533c5038828e2d1a075&oe=614C5194&_nc_sid=83d603'}],unilever,2649437879115269001,7031,"🔬 In our labs, we use modern science and technology to assess the safety of products and ingredients. Not animals.

💻 Computational modelling and cell-culture methods allow us to see how ingredients could affect the human body.

🐰 It’s not just a kinder approach to product safety. We firmly believe it’s better too.

👩‍🔬 Here Mabel Cotter, Safety Scientist at our Safety and Environmental Assurance Centre, tells us more…

#UseScienceNotAnimals #AskAScientist #UniquelyUnilever",,7031,15,,False,False,True
CQQx6-cI8lV,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/202427140_4154016374633801_2607895247088792516_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=A30jL5XjVooAX9gqM1r&edm=AABBvjUBAAAA&ccb=7-4&oh=621f8a02c0b86f68c54f25d6a7d2ac90&oe=614C10A3&_nc_sid=83d603'}],unilever,2598796542045571413,360,"Reuse. 

 

Refill. 

 

Rethink. 

 

We’re continuing to develop and trial product packaging that shoppers can refill and reuse again and again.

#RethinkingPlastic #HealthyPlanetForAll",,360,20,,False,False,True
CQyLQ03IfwC,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/209349289_328198698857861_7184068769760503743_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=jbKQRHip_VMAX-fWnw8&edm=AABBvjUBAAAA&ccb=7-4&oh=ec46bf37f5ddab89528536d898e5a93c&oe=614C8A49&_nc_sid=83d603'}],unilever,2608196668983737346,255,"The #Philippines government has laws in place which are meant to protect the environment, pollution is still a major problem. 

Love, one of our participants from the #YOUTHPOWERHACKS, is on a mission to change the way her country deals with this issue. There are several factors which must be addressed to combat pollution – listen to Love’s voice note to find out what they are. 

#Goal13 @restlessdevelopment @theglobalgoals",,255,9,,False,False,True
CP72hW9Ik6m,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/e35/198943704_539959270343258_1934429811275620001_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=lqdW4YhkUToAX-NEe6L&edm=AABBvjUBAAAA&ccb=7-4&oh=1d00099e2a3503a998133c4e3f5ad6f4&oe=614C538F&_nc_sid=83d603'}],unilever,2592905797384162982,383,"Here’s an impressive #YOUTHPOWERHACKS statistic for you. 100% of the participants from our South Africa Hack said that they would go on to take action as a direct result of the hackathon!

Every single one of our participants demonstrated their determination to make positive change in their communities, and Lorencia is no different. She is passionate about helping young people develop the skills needed to navigate the digital world so that they can access jobs and educational opportunities.

Check out this voice note to learn more about Lorencia and why she is taking part in the Youth Power Hacks.

#Goal4 #Goal8 #Goal10 @restlessdevelopment",,383,13,,False,False,True
CQA5bFCqA6z,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/199673441_3978748862178513_8084995424713384871_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=WBpkH7awyVEAX-5pAqX&edm=AABBvjUBAAAA&ccb=7-4&oh=b68a6f36759258b4119e678d18d22923&oe=614C8F42&_nc_sid=83d603'}],unilever,2594325934855687859,105854,"💡 Creativity 

🤗 Empathy 

🗺 Purpose 

These are the driving forces that will shape the future, according to Stan Sthanunathan, Ex-Unilever Executive Vice-President of Consumer & Market Insight. 

Head over to the link in our bio for the article. 

#UniquelyUnilever",,105854,67,,False,False,True
CPdqifKqMlq,[{'url': 'https://scontent-zrh1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/192723899_828378914751205_4260999167479625522_n.jpg?_nc_ht=scontent-zrh1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=D9NltfIuLjsAX-BQA1y&tn=EPLOOm8s1aBmyfj8&edm=AABBvjUBAAAA&ccb=7-4&oh=252f03930e0dce21f3dbf6f22b19c99e&oe=614C8877&_nc_sid=83d603'}],unilever,2584408849061038442,65903,Watch scientist Steve Wilson explain how our partner @enough_foods uses fermentation to make a fungi-based plant protein that will be used by @vegebutcher to put more ‘meaty’ plant-based foods onto people’s plates.,,65903,71,,False,False,True
